Back to information sheet																																																																
FBA_fluxes1	FBA_fluxes2	FBA_fluxes3	FBA_fluxes4	FBA_fluxes5	FBA_fluxes6	FBA_fluxes7	FBA_fluxes8	FBA_fluxes9	FBA_fluxes10	FBA_fluxes11	FBA_fluxes12	FBA_fluxes13	FBA_fluxes14	FBA_fluxes15	FBA_fluxes16	FBA_fluxes17	FBA_fluxes18	FBA_fluxes19	FBA_fluxes20	FBA_fluxes21	FBA_fluxes22	FBA_fluxes23	FBA_fluxes24	FBA_fluxes25	FBA_fluxes26	FBA_fluxes27	FBA_fluxes28	FBA_fluxes29	FBA_fluxes30	FBA_fluxes31	FBA_fluxes32	FBA_fluxes33	FBA_fluxes34	FBA_fluxes35	FBA_fluxes36	FBA_fluxes37	FBA_fluxes38	FBA_fluxes39	FBA_fluxes40	FBA_fluxes41	FBA_fluxes42	FBA_fluxes43	FBA_fluxes44	FBA_fluxes45	FBA_fluxes46	FBA_fluxes47	FBA_fluxes48	FBA_fluxes49	FBA_fluxes50	FBA_fluxes51	FBA_fluxes52	FBA_fluxes53	FBA_fluxes54	FBA_fluxes55	FBA_fluxes56	FBA_fluxes57	FBA_fluxes58	FBA_fluxes59	FBA_fluxes60	FBA_fluxes61	FBA_fluxes62	FBA_fluxes63	FBA_fluxes64	FBA_fluxes65
DM_arg-L_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_ascb-L_e																																																																
DM_asn-L_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_aso3_e																																																																
DM_asp-L_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_btn_e																																																																
DM_but_e																																																																
DM_butso3_e																																																																
DM_ca2_e	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205
DM_cbi_e																																																																
DM_cbl1_e	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553	-0.000154553
DM_cd2_e																																																																
DM_cgly_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_chol_e																																																																
DM_chtbs_e																																																																
DM_cit_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_cl_e	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205	-0.003432049	-0.003432049	-0.00343205	-0.00343205
DM_cm_e																																																																
DM_cmp_e																																																																
DM_co2_e	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561	20.60290578	20.60290578	20.60290561	20.60290561
DM_cobalt2_e	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05	-1.66E-05
DM_colipa_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_colipap_e																																																																
DM_cpgn_e																																																																
DM_cpgn-un_e																																																																
DM_crn_e																																																																
DM_crn-D_e																																																																
DM_csn_e																																																																
DM_cu_e																																																																
DM_cu2_e	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125	-0.000467125
DM_cyan_e																																																																
DM_cynt_e																																																																
DM_cys-D_e																																																																
DM_cys-L_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_cytd_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_dad-2_e																																																																
DM_damp_e																																																																
DM_dca_e																																																																
DM_dcmp_e																																																																
DM_dcyt_e																																																																
DM_ddca_e																																																																
DM_dgmp_e																																																																
DM_dgsn_e																																																																
DM_dha_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_dimp_e																																																																
DM_din_e																																																																
DM_dms_e																																																																
DM_dmso_e																																																																
DM_dopa_e																																																																
DM_doxrbcn_e																																																																
DM_dtmp_e																																																																
DM_dump_e																																																																
DM_duri_e																																																																
DM_eca4colipa_e																																																																
DM_enlipa_e	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06
DM_enter_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_etha_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_ethso3_e																																																																
DM_etoh_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_f6p_e																																																																
DM_fald_e																																																																
DM_fe2_e	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931	2.081004698	2.081004698	2.081004931	2.081004931
DM_fe3_e	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125	-2.091767891	-2.091767891	-2.091768125	-2.091768125
DM_fe3dcit_e																																																																
DM_fe3dhbzs_e																																																																
DM_fe3hox_e																																																																
DM_fe3hox-un_e																																																																
DM_fecrm_e																																																																
DM_fecrm-un_e																																																																
DM_feenter_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_feoxam_e																																																																
DM_feoxam-un_e																																																																
DM_for_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_fru_e																																																																
DM_frulys_e																																																																
DM_fruur_e																																																																
DM_fuc-L_e																																																																
DM_fum_e																																																																
DM_fusa_e																																																																
DM_g1p_e																																																																
DM_g3pc_e																																																																
DM_g3pe_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_g3pg_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_g3pi_e																																																																
DM_g3ps_e																																																																
DM_g6p_e																																																																
DM_gal_e																																																																
DM_gal-bD_e																																																																
DM_gal1p_e																																																																
DM_galct-D_e																																																																
DM_galctn-D_e																																																																
DM_galctn-L_e																																																																
DM_galt_e																																																																
DM_galur_e																																																																
DM_gam_e																																																																
DM_gam6p_e																																																																
DM_gbbtn_e																																																																
DM_gdp_e																																																																
DM_glc_e	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16	-8.16
DM_glcn_e	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DM_glcr_e																																																																
DM_glcur_e																																																																
DM_glcur1p_e																																																																
DM_gln-L_e																																																																
