Back to information sheet																																																																
FBA_fluxes1	FBA_fluxes2	FBA_fluxes3	FBA_fluxes4	FBA_fluxes5	FBA_fluxes6	FBA_fluxes7	FBA_fluxes8	FBA_fluxes9	FBA_fluxes10	FBA_fluxes11	FBA_fluxes12	FBA_fluxes13	FBA_fluxes14	FBA_fluxes15	FBA_fluxes16	FBA_fluxes17	FBA_fluxes18	FBA_fluxes19	FBA_fluxes20	FBA_fluxes21	FBA_fluxes22	FBA_fluxes23	FBA_fluxes24	FBA_fluxes25	FBA_fluxes26	FBA_fluxes27	FBA_fluxes28	FBA_fluxes29	FBA_fluxes30	FBA_fluxes31	FBA_fluxes32	FBA_fluxes33	FBA_fluxes34	FBA_fluxes35	FBA_fluxes36	FBA_fluxes37	FBA_fluxes38	FBA_fluxes39	FBA_fluxes40	FBA_fluxes41	FBA_fluxes42	FBA_fluxes43	FBA_fluxes44	FBA_fluxes45	FBA_fluxes46	FBA_fluxes47	FBA_fluxes48	FBA_fluxes49	FBA_fluxes50	FBA_fluxes51	FBA_fluxes52	FBA_fluxes53	FBA_fluxes54	FBA_fluxes55	FBA_fluxes56	FBA_fluxes57	FBA_fluxes58	FBA_fluxes59	FBA_fluxes60	FBA_fluxes61	FBA_fluxes62	FBA_fluxes63	FBA_fluxes64	FBA_fluxes65
LIPOt2pp																																																																
LIPOtex																																																																
LPADSS	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159	0.005655159
LPLIPAL1A120pp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL1A140pp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL1A141pp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL1A160pp																																																																
LPLIPAL1A161pp																																																																
LPLIPAL1A180pp																																																																
LPLIPAL1A181pp																																																																
LPLIPAL1E120pp	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06
LPLIPAL1E140pp	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06	1.00E-06	1.00E-06	2.00E-06	2.00E-06
LPLIPAL1E141pp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL1E160pp																																																																
LPLIPAL1E161pp																																																																
LPLIPAL1E180pp																																																																
LPLIPAL1E181pp																																																																
LPLIPAL1G120pp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL1G140pp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL1G141pp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL1G160pp																																																																
LPLIPAL1G161pp																																																																
LPLIPAL1G180pp																																																																
LPLIPAL1G181pp																																																																
LPLIPAL2A120	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL2A140	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL2A141																																																																
LPLIPAL2A160																																																																
LPLIPAL2A161																																																																
LPLIPAL2A180																																																																
LPLIPAL2A181																																																																
LPLIPAL2ATE120																																																																
LPLIPAL2ATE140																																																																
LPLIPAL2ATE141																																																																
LPLIPAL2ATE160																																																																
LPLIPAL2ATE161																																																																
LPLIPAL2ATE180																																																																
LPLIPAL2ATE181																																																																
LPLIPAL2ATG120																																																																
LPLIPAL2ATG140																																																																
LPLIPAL2ATG141																																																																
LPLIPAL2ATG160																																																																
LPLIPAL2ATG161																																																																
LPLIPAL2ATG180																																																																
LPLIPAL2ATG181																																																																
LPLIPAL2E120	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL2E140	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL2E141	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL2E160																																																																
LPLIPAL2E161																																																																
LPLIPAL2E180																																																																
LPLIPAL2E181																																																																
LPLIPAL2G120	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL2G140	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL2G141	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LPLIPAL2G160																																																																
LPLIPAL2G161																																																																
LPLIPAL2G180																																																																
LPLIPAL2G181																																																																
LSERDHr	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LYSDC	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LYSTRS																																																																
LYSabcpp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LYSt2pp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
LYSt3pp	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06
LYStex	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06
LYXI																																																																
LYXt2pp																																																																
LYXtex																																																																
M1PD																																																																
MACPD	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
MALCOAMT	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.39E-06
MALDDH																																																																
MALDt2_2pp																																																																
MALDtex																																																																
MALS	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257	2.908072765	2.908072765	2.90807257	2.90807257
MALTATr																																																																
MALTHXabcpp																																																																
MALTHXtexi																																																																
MALTPTabcpp																																																																
MALTPTtexi																																																																
MALTTRabcpp																																																																
MALTTRtexi																																																																
MALTTTRabcpp																																																																
MALTTTRtexi																																																																
MALTabcpp																																																																
MALTptspp																																																																
MALTtexi																																																																
